,Release Date,link,title
0,"May 26, 2020",https://www.mnufc.com/post/2020/05/26/sound-loons-episode-100-100th-episode,Sound of the Loons: The 100th Episode
1,"May 19, 2020",https://www.mnufc.com/post/2020/05/19/behind-loon-other-guys,Behind the Loon: The Other Guys
2,"May 13, 2020",https://www.mnufc.com/post/2020/05/13/loon-story-owens-family,A Loon Story: The Owens Family
3,"May 27, 2020 (1 min)",https://www.mnufc.com/post/2020/05/27/day-may-27-2017-vs-orlando-city-sc?autoplay=true,"On This Day | May 27, 2017 vs. Orlando City SC"
4,"May 26, 2020 (1 min)",https://www.mnufc.com/post/2020/05/26/day-may-26-2018-vs-montreal-impact?autoplay=true,"On This Day | May 26, 2018 vs. Montreal Impact"
5,"May 21, 2020 (1 min)",https://www.mnufc.com/post/2020/05/21/voluntary-individual-training-may-20-2020?autoplay=true,"Voluntary Individual Training: May 20, 2020"
