,Date_Added,Release_Date,link,team,title
0,"June 07, 2020","5 Juin, 2020",https://www.impactmontreal.com/fr/post/2020/06/05/en-direct-%C3%A0-19h30-mtl-v-phi-2016,impactmontreal,En direct à 19h30 - MTL v PHI | 2016
1,"June 07, 2020","4 Juin, 2020",https://www.impactmontreal.com/fr/post/2020/06/04/les-clubs-mls-vont-reprendre-les-entra%C3%AEnements-collectifs,impactmontreal,Les clubs MLS vont reprendre les entraînements collectifs
2,"June 07, 2020","3 Juin, 2020",https://www.impactmontreal.com/fr/post/2020/06/03/evan-bush-commente-la-ratification-de-la-nouvelle-convention-collective,impactmontreal,Bush sur la ratification de la nouvelle convention collective
3,"June 07, 2020","1 Juin, 2020",https://www.impactmontreal.com/fr/post/2020/06/01/la-fondation-impact-de-montr%C3%A9al-sallie-%C3%A0-conqu%C3%A9rir-covid-19-et-%C3%A0-donnez-la,impactmontreal,La Fondation Impact de Montréal s'allie à Conquérir Covid-19
4,"June 07, 2020","29 Mai, 2020",https://www.impactmontreal.com/fr/post/2020/05/29/rewind-mtl-v-nyrb-2016,impactmontreal,Rewind - MTL v NYRB | 2016
